HouseWeb,Address,Price,PropertyType,Bedroom,BedroomPlus,Bathroom,SquareFootage,Style,DatePosted,BuildingAge,City,Region,HouseAddress,Lat_Long
https://www.zolo.ca/aurora-real-estate/72-attridge-drive,"72 Attridge Drive, Aurora Aurora, Village",1488000,Detached,4,1,4,,2-Storey,2023-11-29,0,aurora,york region,"72 attridge drive, aurora","(44.01831059903759, -79.46485651632065)"
https://www.zolo.ca/aurora-real-estate/316-river-ridge-boulevard,"316 River Ridge Boulevard, Aurora Bayview, Northeast",2500000,Detached,4,,5,3000-3500,2-Storey,2023-11-29,0,aurora,york region,"316 river ridge boulevard, aurora","(44.0119191044997, -79.4332885925813)"
https://www.zolo.ca/aurora-real-estate/39-seaton-drive,"39 Seaton Drive, Aurora Aurora, Highlands",1250000,Detached,2,2,2,,Bungalow,2023-11-28,0,aurora,york region,"39 seaton drive, aurora","(43.98204331937342, -79.48097483230801)"
https://www.zolo.ca/aurora-real-estate/6-heatherfield-lane,"6Heatherfield Lane, Aurora Hills Of St, Andrew",,Detached,4,,4,,2-Storey,2024-01-31,0,aurora,york region,"6 heatherfield lane, aurora","(44.016358495697546, -79.47615213667795)"
https://www.zolo.ca/aurora-real-estate/420-william-graham-drive/118,"118 - 420 William Graham Drive, Aurora Rural, Aurora",569000,Leasehold Condo,1,,1,800-899,Apartment,2024-01-31,0,aurora,york region,"420 william graham drive/118, aurora","(44.018145894640185, -79.42500350038755)"
https://www.zolo.ca/aurora-real-estate/35-hammond-drive,"35 Hammond Drive, Aurora Aurora, Heights",,Detached,4,3,4,,2-Storey,2023-11-22,0,aurora,york region,"35 hammond drive, aurora","(43.998508520423684, -79.48251752158744)"
https://www.zolo.ca/aurora-real-estate/103-gurnett-street,"103 Gurnett Street, Aurora Aurora, Village",849000,Vacant Land,,,0,,,2023-11-22,0,aurora,york region,"103 gurnett street, aurora","(43.99546970333694, -79.46469130900907)"
https://www.zolo.ca/aurora-real-estate/6-cedar-crescent,"6 Cedar Crescent, Aurora Aurora, Village",1599000,Detached,3,4,3,1500-2000,2-Storey,2023-11-21,0,aurora,york region,"6 cedar crescent, aurora","(44.003044093960455, -79.46317376543915)"
https://www.zolo.ca/aurora-real-estate/38-mark-street,"38 Mark Street, Aurora Aurora, Village",2648888,Detached,4,1,5,3000-3500,2-Storey,2023-11-17,0,aurora,york region,"38 mark street, aurora","(44.00468589924495, -79.4666534287234)"
https://www.zolo.ca/aurora-real-estate/54-blick-street,"54 Blick Street, Aurora Bayview, Northeast",1350000,Att/Row/Twnhouse,3,,3,1500-2000,3-Storey,2023-11-16,0,aurora,york region,"54 blick street, aurora","(44.01625142709131, -79.49534979064269)"
https://www.zolo.ca/aurora-real-estate/420-william-graham-drive/218,"218 - 420 William Graham Drive, Aurora Rural, Aurora",575000,Leasehold Condo,1,,1,800-899,Apartment,2023-11-16,0,aurora,york region,"420 william graham drive/218, aurora","(44.018145894640185, -79.42500350038755)"
https://www.zolo.ca/aurora-real-estate/84-gunton-street-north,"84 Gunton Street NAurora Bayview, Northeast",1350000,Att/Row/Twnhouse,3,1,3,1500-2000,3-Storey,2023-11-15,0,aurora,york region,"84 gunton street north, aurora","(41.80815000000007, -88.32218999999998)"
https://www.zolo.ca/aurora-real-estate/15390-yonge-street/401,"401 - 15390 Yonge Street, Aurora Aurora, Village",717700,Condo Apt,3,,2,1000-1199,Apartment,2023-11-15,50,aurora,york region,"15390 yonge street/401, aurora","(44.00312778726365, -79.46919247483332)"
https://www.zolo.ca/aurora-real-estate/460-william-graham-drive/502,"502 - 460 William Graham Drive, Aurora Rural, Aurora",849900,Leasehold Condo,2,,2,1000-1199,Apartment,2023-11-06,0,aurora,york region,"460 william graham drive/502, aurora","(44.018507196576564, -79.42322460907661)"
https://www.zolo.ca/aurora-real-estate/460-william-graham-drive/116,"116 - 460 William Graham Drive, Aurora Rural, Aurora",1010000,Leasehold Condo,2,,2,1200-1399,Apartment,2023-11-06,0,aurora,york region,"460 william graham drive/116, aurora","(44.018507196576564, -79.42322460907661)"
https://www.zolo.ca/aurora-real-estate/460-william-graham-drive/618,"618 - 460 William Graham Drive, Aurora Rural, Aurora",1009000,Leasehold Condo,2,,2,1200-1399,Apartment,2023-11-06,0,aurora,york region,"460 william graham drive/618, aurora","(44.018507196576564, -79.42322460907661)"
https://www.zolo.ca/aurora-real-estate/460-william-graham-drive/213,"213 - 460 William Graham Drive, Aurora Rural, Aurora",1029900,Leasehold Condo,2,,2,1200-1399,Apartment,2023-11-06,0,aurora,york region,"460 william graham drive/213, aurora","(44.018507196576564, -79.42322460907661)"
https://www.zolo.ca/aurora-real-estate/36-walter-dove-court-east/8,"8 - 36 Walter Dove Court EAurora Bayview, Wellington",879900,Condo Townhouse,2,,2,900-999,Bungalow,2023-11-01,10,aurora,york region,"36 walter dove court east/8, aurora","(44.01006150711797, -79.44939726938)"
https://www.zolo.ca/aurora-real-estate/9-cedar-crescent,"9 Cedar Crescent, Aurora Aurora, Village",1465000,Detached,3,,4,1500-2000,Sidesplit 3,2024-01-09,50,aurora,york region,"9 cedar crescent, aurora","(44.00395981688237, -79.46296857644943)"
https://www.zolo.ca/aurora-real-estate/400-william-graham-drive/510,"510 - 400 William Graham Drive, Aurora Rural, Aurora",724900,Condo Apt,2,,2,900-999,Apartment,2023-10-26,0,aurora,york region,"400 william graham drive/510, aurora","(44.01824291516945, -79.4258195624807)"
https://www.zolo.ca/aurora-real-estate/130-radial-drive,"130 Radial Drive, Aurora Rural, Aurora",1149000,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,2023-10-23,15,aurora,york region,"130 radial drive, aurora","(44.02079700679556, -79.4231063404228)"
https://www.zolo.ca/aurora-real-estate/378-old-bloomington-road,"378 Old Bloomington Road, Aurora Aurora, Estates",4298000,Detached,5,,4,3500-5000,2-Storey,2023-10-23,0,aurora,york region,"378 old bloomington road, aurora","(43.966241001135785, -79.44628012340809)"
https://www.zolo.ca/aurora-real-estate/95-glensteeple-trail,"95 Glensteeple Trail, Aurora Aurora, Estates",3498000,Detached,4,2,6,3500-5000,2-Storey,2023-10-23,5,aurora,york region,"95 glensteeple trail, aurora","(43.970717901350326, -79.46168949802485)"
https://www.zolo.ca/aurora-real-estate/69-aurora-heights-drive-south,"69 Aurora Heights Drive SAurora Aurora, Heights",,Detached,4,2,6,3500-5000,2-Storey,2023-10-22,0,aurora,york region,"69 aurora heights drive south, aurora","(44.001527388580854, -79.47781845902922)"
https://www.zolo.ca/aurora-real-estate/5-usherwood-street,"5 Usherwood Street, Aurora Bayview, Northeast",1998000,Detached,4,1,5,3000-3500,2-Storey,2023-10-13,15,aurora,york region,"5 usherwood street, aurora","(44.01596559398621, -79.43919833723419)"
https://www.zolo.ca/aurora-real-estate/1902-vandorf-sdrd,"1902 Vandorf Sdrd, Aurora Bayview, Southeast",5998000,Detached,5,,6,5000+,2-Storey,2023-10-13,0,aurora,york region,"1902 vandorf sdrd, aurora","(43.99613191559732, -79.4021267720508)"
https://www.zolo.ca/aurora-real-estate/190-kennedy-street-west,"190 Kennedy Street WAurora Aurora, Village",5800000,Detached,4,1,6,5000+,2-Storey,2023-10-12,0,aurora,york region,"190 kennedy street west, aurora","(43.99292948376058, -79.47773505909262)"
https://www.zolo.ca/aurora-real-estate/62-carisbrooke-circle,"62 Carisbrooke Circle, Aurora Bayview, Southeast",4248000,Detached,5,2,8,5000+,2-Storey,2023-10-10,15,aurora,york region,"62 carisbrooke circle, aurora","(43.984428096555376, -79.43747627522679)"
https://www.zolo.ca/aurora-real-estate/415-falconwood/27,"27-415Falconwood Hllw, Aurora Aurora, Estates",,Condo Townhouse,3,,4,2000-2249,2-Storey,2024-01-30,0,aurora,york region,"415 falconwood/27, aurora","(43.98138114902255, -79.45285170313569)"
https://www.zolo.ca/aurora-real-estate/111-hillview-road,"111 Hillview Road, Aurora Aurora, Village",4288000,Detached,4,1,8,5000+,2-Storey,2023-10-05,5,aurora,york region,"111 hillview road, aurora","(43.99477568175399, -79.4736771283083)"
https://www.zolo.ca/aurora-real-estate/65-dunning-avenue,"65 Dunning Avenue, Aurora Aurora, Village",1269000,Detached,3,2,3,,Bungalow-Raised,2023-09-20,0,aurora,york region,"65 dunning avenue, aurora","(43.99147128406514, -79.45956493702697)"
https://www.zolo.ca/aurora-real-estate/87-strawbridge-farm-drive-north,"87 Strawbridge Farm Drive NAurora Aurora, Grove",2299000,Detached,4,,6,3500-5000,2-Storey,2023-09-06,5,aurora,york region,"87 strawbridge farm drive north, aurora","(43.99094511009332, -79.44255386453241)"
https://www.zolo.ca/aurora-real-estate/72-springfair-avenue,"72 Springfair Avenue, Aurora Aurora, Village",565000,Condo Townhouse,3,,2,1200-1399,Multi-Level,2023-09-01,0,aurora,york region,"72 springfair avenue, aurora","(43.99427280947299, -79.47914590103512)"
https://www.zolo.ca/aurora-real-estate/9-northern-dancer-lane,"9 Northern Dancer Lane, Aurora Bayview, Southeast",5495000,Detached,5,1,9,,2-Storey,2023-08-18,0,aurora,york region,"9 northern dancer lane, aurora","(44.005146694372, -79.41945048953382)"
https://www.zolo.ca/aurora-real-estate/80-gunton-street-north,"80 Gunton Street NAurora Bayview, Northeast",1399000,Att/Row/Twnhouse,3,1,3,1500-2000,3-Storey,2023-08-14,0,aurora,york region,"80 gunton street north, aurora","(41.80815000000007, -88.32218999999998)"
https://www.zolo.ca/aurora-real-estate/144-milestone-crescent,"144 Milestone Crescent, Aurora Aurora, Village",549000,Condo Townhouse,3,,2,1200-1399,Multi-Level,2023-06-12,50,aurora,york region,"144 milestone crescent, aurora","(43.99509331397485, -79.47871188608869)"
https://www.zolo.ca/aurora-real-estate/40-tyler-street,"40 Tyler Street, Aurora Aurora, Village",490000,Detached,0,,0,,Other,2023-05-03,0,aurora,york region,"40 tyler street, aurora","(43.9974749060336, -79.4696601850305)"
https://www.zolo.ca/aurora-real-estate/67-tyler-street,"67 Tyler Street, Aurora Aurora, Village",1399500,Vacant Land,,,0,,,2022-10-07,0,aurora,york region,"67 tyler street, aurora","(43.99662900436513, -79.47140479435744)"
https://www.zolo.ca/east-gwillimbury-real-estate/100-river-drive,"100 River Drive, East Gwillimbury Holland, Landing",999900,Detached,3,1,2,,Sidesplit 3,2024-01-31,0,east-gwillimbury,york region,"100 river drive, east gwillimbury","(44.13262400037266, -79.50971294171629)"
https://www.zolo.ca/east-gwillimbury-real-estate/15-robb-thompson-road,"15 Robb Thompson Road, East Gwillimbury Mt, Albert",1338000,Detached,4,,4,2500-3000,2-Storey,2024-01-31,5,east-gwillimbury,york region,"15 robb thompson road, east gwillimbury","(44.12996479968072, -79.30527136628761)"
https://www.zolo.ca/east-gwillimbury-real-estate/19097-centre-street-north,"19097 Centre Street NEast Gwillimbury Mt, Albert",500000,Vacant Land,,,0,,,2024-01-31,0,east-gwillimbury,york region,"19097 centre street north, east gwillimbury","(44.13536509225861, -79.3077388309444)"
https://www.zolo.ca/east-gwillimbury-real-estate/31-willow-grove-boulevard,"31 Willow Grove Boulevard, East Gwillimbury, Sharon",1699000,Detached,3,2,4,2000-2500,Bungalow,2024-01-31,30,east-gwillimbury,york region,"31 willow grove boulevard, east gwillimbury","(44.09756421767992, -79.4294873156722)"
https://www.zolo.ca/east-gwillimbury-real-estate/45-temple-avenue,"45 Temple Avenue, East Gwillimbury, Sharon",990000,Detached,4,1,4,2500-3000,2-Storey,2024-01-30,5,east-gwillimbury,york region,"45 temple avenue, east gwillimbury","(44.10109061007438, -79.44590914037354)"
https://www.zolo.ca/east-gwillimbury-real-estate/18852-leslie-street,"18852 Leslie Street, East Gwillimbury, Sharon",800000,Detached,3,,2,1500-2000,2-Storey,2024-01-30,0,east-gwillimbury,york region,"18852 leslie street, east gwillimbury","(44.098593012475675, -79.44052552778298)"
https://www.zolo.ca/east-gwillimbury-real-estate/28-maplehyrn-avenue,"28 Maplehyrn Avenue, East Gwillimbury, Sharon",2388000,Detached,3,1,4,2000-2500,Bungalow,2024-01-30,30,east-gwillimbury,york region,"28 maplehyrn avenue, east gwillimbury","(44.09926599548163, -79.42602483528947)"
https://www.zolo.ca/east-gwillimbury-real-estate/5-brent-road,"5 Brent Road, East Gwillimbury Holland, Landing",1399000,Detached,4,1,3,2000-2500,2-Storey,2024-01-28,0,east-gwillimbury,york region,"5 brent road, east gwillimbury","(44.10754798637123, -79.48798595903813)"
https://www.zolo.ca/east-gwillimbury-real-estate/75-walter-english-drive,"75 Walter English Drive, East Gwillimbury, Queensville",1388000,Detached,4,,4,,2-Storey,2024-01-26,0,east-gwillimbury,york region,"75 walter english drive, east gwillimbury","(44.12463328061841, -79.45106241826483)"
https://www.zolo.ca/east-gwillimbury-real-estate/10-zenyatta-lane,"10Zenyatta Lane, East Gwillimbury Holland, Landing",,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,2024-01-26,5,east-gwillimbury,york region,"10 zenyatta lane, east gwillimbury","(44.097694388636256, -79.48881333670057)"
https://www.zolo.ca/east-gwillimbury-real-estate/24-milne-lane,"24 Milne Lane, East Gwillimbury, Queensville",1499900,Detached,2,1,2,,Bungalow,2024-01-25,0,east-gwillimbury,york region,"24 milne lane, east gwillimbury","(44.1346235871942, -79.45186682951258)"
https://www.zolo.ca/east-gwillimbury-real-estate/16-kavanagh-avenue-south,"16 Kavanagh Avenue SEast Gwillimbury, Sharon",1345000,Detached,4,1,4,2000-2500,2-Storey,2024-01-25,5,east-gwillimbury,york region,"16 kavanagh avenue south, east gwillimbury","(44.09591817953435, -79.44798223648591)"
https://www.zolo.ca/east-gwillimbury-real-estate/2978-holborn-road,"2978 Holborn Road, East Gwillimbury, Queensville",4990000,Farm,4,,4,3000-3500,2-Storey,2024-01-25,0,east-gwillimbury,york region,"2978 holborn road, east gwillimbury","(44.16970181007389, -79.40787684144819)"
https://www.zolo.ca/east-gwillimbury-real-estate/25-blackpool-lane,"25 Blackpool Lane, East Gwillimbury, Queensville",899900,Att/Row/Twnhouse,3,,3,1500-2000,3-Storey,2024-01-25,0,east-gwillimbury,york region,"25 blackpool lane, east gwillimbury","(44.11465009866032, -79.46257529755243)"
https://www.zolo.ca/east-gwillimbury-real-estate/2872-mount-albert-road,"2872 Mount Albert Road, East Gwillimbury, Queensville",890000,Detached,2,1,1,,1 1/2 Storey,2024-01-25,0,east-gwillimbury,york region,"2872 mount albert road, east gwillimbury","(44.11228799452647, -79.39507910022283)"
https://www.zolo.ca/east-gwillimbury-real-estate/21868-woodbine-avenue,"21868Woodbine Avenue, East Gwillimbury Rural East, Gwillimbury",,Vacant Land,,,0,,,2024-01-23,0,east-gwillimbury,york region,"21868 woodbine avenue, east gwillimbury","(44.177690518171374, -79.43589745994466)"
https://www.zolo.ca/east-gwillimbury-real-estate/4205-boag-road,"4205 Boag Road, East Gwillimbury Rural East, Gwillimbury",599000,Vacant Land,,,0,,,2024-01-23,0,east-gwillimbury,york region,"4205 boag road, east gwillimbury","(44.19276491002773, -79.36996951669919)"
https://www.zolo.ca/east-gwillimbury-real-estate/30-bradford-street,"30 Bradford Street, East Gwillimbury Holland, Landing",1290000,Detached,3,,2,,Bungalow,2024-01-23,0,east-gwillimbury,york region,"30 bradford street, east gwillimbury","(44.10107828867672, -79.49440046190024)"
https://www.zolo.ca/east-gwillimbury-real-estate/41-may-avenue,"41 May Avenue, East Gwillimbury, Sharon",2980000,Detached,4,,6,5000+,2-Storey,2024-01-23,5,east-gwillimbury,york region,"41 may avenue, east gwillimbury","(44.108292886106426, -79.43646759699865)"
https://www.zolo.ca/east-gwillimbury-real-estate/71-silk-twist-drive,"71 Silk Twist Drive, East Gwillimbury Holland, Landing",1599000,Detached,4,,4,,2-Storey,2024-01-22,0,east-gwillimbury,york region,"71 silk twist drive, east gwillimbury","(44.103349993984835, -79.4729501658459)"
https://www.zolo.ca/east-gwillimbury-real-estate/34-ben-sinclair-avenue,"34 Ben Sinclair Avenue, East Gwillimbury, Queensville",1488000,Detached,4,,4,3000-3500,2-Storey,2024-01-21,0,east-gwillimbury,york region,"34 ben sinclair avenue, east gwillimbury","(44.1224342045013, -79.45197277676871)"
https://www.zolo.ca/east-gwillimbury-real-estate/20817-mccowan-road,"20817 Mccowan Road, East Gwillimbury Mt, Albert",2190000,Rural Resid,4,3,6,3500-5000,1 1/2 Storey,2024-01-20,30,east-gwillimbury,york region,"20817 mccowan road, east gwillimbury","(44.16797811359538, -79.35294159657924)"
https://www.zolo.ca/east-gwillimbury-real-estate/143-sand-road,"143 Sand Road, East Gwillimbury Holland, Landing",1867700,Detached,4,1,5,2000-2500,2-Storey,2024-01-19,0,east-gwillimbury,york region,"143 sand road, east gwillimbury","(44.1176757980686, -79.50519987358953)"
https://www.zolo.ca/east-gwillimbury-real-estate/11-goodwin-court,"11 Goodwin Court, East Gwillimbury, Sharon",1758000,Detached,5,,4,3000-3500,2-Storey,2024-01-19,0,east-gwillimbury,york region,"11 goodwin court, east gwillimbury","(44.09403828629016, -79.45055137362823)"
https://www.zolo.ca/east-gwillimbury-real-estate/220-ben-senclair-avenue,"220 Ben Senclair Avenue, East Gwillimbury, Queensville",1799900,Detached,5,,4,3000-3500,2-Storey,2024-01-19,0,east-gwillimbury,york region,"220 ben senclair avenue, east gwillimbury","(44.12386491155431, -79.45805267405605)"
https://www.zolo.ca/east-gwillimbury-real-estate/65-kiteley-crescent,"65 Kiteley Crescent, East Gwillimbury, Sharon",1816000,Detached,4,,4,3500-5000,2-Storey,2024-01-18,15,east-gwillimbury,york region,"65 kiteley crescent, east gwillimbury","(44.089887609747194, -79.45366742995273)"
https://www.zolo.ca/east-gwillimbury-real-estate/12-plank-road,"12 Plank Road, East Gwillimbury Holland, Landing",1078888,Detached,3,1,3,1500-2000,Backsplit 4,2024-01-18,0,east-gwillimbury,york region,"12 plank road, east gwillimbury","(44.096036993011836, -79.47491597359763)"
https://www.zolo.ca/east-gwillimbury-real-estate/23-john-smith-street,"23 John Smith Street, East Gwillimbury Holland, Landing",1499000,Detached,4,1,4,,2-Storey,2024-01-18,0,east-gwillimbury,york region,"23 john smith street, east gwillimbury","(44.11075490252617, -79.48378218313856)"
https://www.zolo.ca/east-gwillimbury-real-estate/35-hackett-street,"35 Hackett Street, East Gwillimbury, Sharon",1325000,Detached,4,,3,,2-Storey,2024-01-17,5,east-gwillimbury,york region,"35 hackett street, east gwillimbury","(44.09031068630998, -79.45233311478623)"
https://www.zolo.ca/east-gwillimbury-real-estate/51-bowline-vista-street-south,"51 Bowline Vista Street SEast Gwillimbury Holland, Landing",1588000,Detached,4,1,4,3000-3500,2-Storey,2024-01-17,0,east-gwillimbury,york region,"51 bowline vista street south, east gwillimbury","(44.10376280271623, -79.47708839526264)"
https://www.zolo.ca/east-gwillimbury-real-estate/19618-durham-road-30-road,"19618 Durham Road 30 Road, East Gwillimbury Rural East, Gwillimbury",2099000,Detached,3,1,3,,1 1/2 Storey,2024-01-17,0,east-gwillimbury,york region,"19618 durham road 30 road, east gwillimbury","(44.150854011136516, -79.2979709800789)"
https://www.zolo.ca/east-gwillimbury-real-estate/21-whitebirch-lane,"21 Whitebirch Lane, East Gwillimbury, Sharon",2060000,Detached,4,,4,2500-3000,Bungalow,2024-01-17,0,east-gwillimbury,york region,"21 whitebirch lane, east gwillimbury","(44.093191294974275, -79.44658111755112)"
https://www.zolo.ca/east-gwillimbury-real-estate/8-pelosi-way,"8 Pelosi Way, East Gwillimbury Mt, Albert",2149000,Detached,3,2,4,2000-2500,Bungalow,2024-01-17,30,east-gwillimbury,york region,"8 pelosi way, east gwillimbury","(44.17258857943705, -79.35697572275855)"
https://www.zolo.ca/east-gwillimbury-real-estate/55-shannon-road,"55 Shannon Road, East Gwillimbury Mt, Albert",1099990,Detached,3,1,3,,2-Storey,2024-01-16,0,east-gwillimbury,york region,"55 shannon road, east gwillimbury","(44.13611598505457, -79.31389500355064)"
https://www.zolo.ca/east-gwillimbury-real-estate/682-holborn-road,"682 Holborn Road, East Gwillimbury Rural East, Gwillimbury",3000000,Rural Resid,3,,2,700-1100,Other,2024-01-15,0,east-gwillimbury,york region,"682 holborn road, east gwillimbury","(44.15227331880121, -79.48029422177015)"
https://www.zolo.ca/east-gwillimbury-real-estate/6-tesla-crescent,"6 Tesla Crescent, East Gwillimbury Holland, Landing",1578000,Detached,4,,4,3500-5000,2-Storey,2024-01-15,0,east-gwillimbury,york region,"6 tesla crescent, east gwillimbury","(44.0918478016238, -79.50193017697983)"
https://www.zolo.ca/east-gwillimbury-real-estate/10-oxford-court,"10 Oxford Court, East Gwillimbury, Sharon",1898000,Detached,4,,3,2000-2500,Bungalow,2024-01-14,0,east-gwillimbury,york region,"10 oxford court, east gwillimbury","(44.108442880263766, -79.4261576884548)"
https://www.zolo.ca/east-gwillimbury-real-estate/20036-warden-avenue,"20036 Warden Avenue, East Gwillimbury Rural East, Gwillimbury",1760000,Detached,5,,3,3500-5000,2-Storey,2024-01-13,0,east-gwillimbury,york region,"20036 warden avenue, east gwillimbury","(44.139473985014234, -79.39961999626813)"
https://www.zolo.ca/east-gwillimbury-real-estate/19267-centre-lot-13-street,"19267 Centre (lot 13) Street, East Gwillimbury Mt, Albert",799000,Att/Row/Twnhouse,3,1,3,1500-2000,2-Storey,2024-01-13,0,east-gwillimbury,york region,"19267 centre lot 13 street, east gwillimbury","(44.13969698554823, -79.30816018921703)"
https://www.zolo.ca/east-gwillimbury-real-estate/34-kentledge-avenue,"34 Kentledge Avenue, East Gwillimbury Holland, Landing",1558000,Detached,4,,4,2500-3000,2-Storey,2024-01-12,0,east-gwillimbury,york region,"34 kentledge avenue, east gwillimbury","(44.10377181326214, -79.47462327753874)"
https://www.zolo.ca/east-gwillimbury-real-estate/2031-boag-road,"2031 Boag Road, East Gwillimbury Rural East, Gwillimbury",1848000,Detached,4,,4,,Sidesplit 4,2024-01-12,0,east-gwillimbury,york region,"2031 boag road, east gwillimbury","(44.17870598574109, -79.44247633192803)"
https://www.zolo.ca/east-gwillimbury-real-estate/15-kentledge-avenue,"15 Kentledge Avenue, East Gwillimbury Holland, Landing",1458995,Semi-Detached,4,,4,,2-Storey,2024-01-11,0,east-gwillimbury,york region,"15 kentledge avenue, east gwillimbury","(44.10367500228048, -79.47308394102058)"
https://www.zolo.ca/east-gwillimbury-real-estate/4778-holborn-road,"4778 Holborn Road, East Gwillimbury Mt, Albert",1380000,Detached,1,,1,,Bungalow,2024-01-10,0,east-gwillimbury,york region,"4778 holborn road, east gwillimbury","(44.181152789006546, -79.3477749914619)"
https://www.zolo.ca/east-gwillimbury-real-estate/2-sharonview-crescent,"2 Sharonview Crescent, East Gwillimbury, Sharon",1948000,Detached,4,,5,3500-5000,2-Storey,2024-01-10,15,east-gwillimbury,york region,"2 sharonview crescent, east gwillimbury","(44.099669416481476, -79.44761410329845)"
https://www.zolo.ca/east-gwillimbury-real-estate/21726-highway-48,"21726 Highway 48East Gwillimbury Rural East, Gwillimbury",799000,Detached,3,,1,1100-1500,Bungalow,2024-01-10,0,east-gwillimbury,york region,"21726 highway 48, east gwillimbury","(44.1958800862524, -79.33613336614152)"
https://www.zolo.ca/east-gwillimbury-real-estate/20294-highway-48-road,"20294 Highway 48 Road, East Gwillimbury Mt, Albert",798000,Vacant Land,,,0,,,2024-01-09,0,east-gwillimbury,york region,"20294 highway 48 road, east gwillimbury","(44.15932161927191, -79.33246469094067)"
https://www.zolo.ca/east-gwillimbury-real-estate/15-prunella-crescent,"15 Prunella Crescent, East Gwillimbury Holland, Landing",1598000,Detached,4,,4,3000-3500,2-Storey,2024-01-08,5,east-gwillimbury,york region,"15 prunella crescent, east gwillimbury","(44.11043991060481, -79.48500200150768)"
https://www.zolo.ca/east-gwillimbury-real-estate/44-festival-court-east,"44 Festival Court EEast Gwillimbury, Sharon",1399999,Detached,4,1,3,2000-2500,2-Storey,2024-01-08,0,east-gwillimbury,york region,"44 festival court east, east gwillimbury","(44.10904428181661, -79.44411943640752)"
https://www.zolo.ca/east-gwillimbury-real-estate/5-wright-drive,"5 Wright Drive, East Gwillimbury Holland, Landing",1299900,Investment,,,2,,,2024-01-18,50,east-gwillimbury,york region,"5 wright drive, east gwillimbury","(44.11595348460412, -79.48836733563262)"
https://www.zolo.ca/east-gwillimbury-real-estate/155-frank-kelly-drive,"155 Frank Kelly Drive, East Gwillimbury Holland, Landing",1488000,Detached,4,,6,2500-3000,2-Storey,2024-01-07,0,east-gwillimbury,york region,"155 frank kelly drive, east gwillimbury","(44.09711871952615, -79.50639856956266)"
https://www.zolo.ca/east-gwillimbury-real-estate/19267-centre-street/lot-29,"Lot 29 - 19267 Centre Street, East Gwillimbury Mt, Albert",738000,Att/Row/Twnhouse,4,,3,1500-2000,2-Storey,2024-01-04,0,east-gwillimbury,york region,"19267 centre street/lot 29, east gwillimbury","(44.13969698554823, -79.30816018921703)"
https://www.zolo.ca/east-gwillimbury-real-estate/4-kentledge-avenue,"4 Kentledge Avenue, East Gwillimbury Holland, Landing",1398000,Detached,5,,4,2500-3000,2-Storey,2024-01-03,0,east-gwillimbury,york region,"4 kentledge avenue, east gwillimbury","(44.104163415778515, -79.47284128492365)"
https://www.zolo.ca/east-gwillimbury-real-estate/1630-mount-albert-road,"1630 Mount Albert Road, East Gwillimbury, Sharon",1650000,Detached,4,,3,2000-2500,2-Storey,2024-01-02,0,east-gwillimbury,york region,"1630 mount albert road, east gwillimbury","(44.10362848271785, -79.43705441403996)"
https://www.zolo.ca/east-gwillimbury-real-estate/18582-yonge-street,"18582 Yonge Street, East Gwillimbury Rural East, Gwillimbury",1,Land,,,,,,2024-01-02,0,east-gwillimbury,york region,"18582 yonge street, east gwillimbury","(44.08096700165467, -79.48731096437541)"
https://www.zolo.ca/east-gwillimbury-real-estate/127-samuel-lount-road,"127 Samuel Lount Road, East Gwillimbury Holland, Landing",,Detached,4,1,4,2500-3000,2-Storey,2023-12-22,30,east-gwillimbury,york region,"127 samuel lount road, east gwillimbury","(44.10086140693207, -79.50176656222985)"
https://www.zolo.ca/east-gwillimbury-real-estate/47-maplehyrn-avenue,"47 Maplehyrn Avenue, East Gwillimbury, Sharon",2499000,Detached,3,3,4,2500-3000,Bungalow,2023-12-22,0,east-gwillimbury,york region,"47 maplehyrn avenue, east gwillimbury","(44.09916998078077, -79.42382668118171)"
https://www.zolo.ca/east-gwillimbury-real-estate/11-prosperity-way,"11 Prosperity Way, East Gwillimbury Holland, Landing",1420000,Detached,4,,4,,2-Storey,2023-12-18,5,east-gwillimbury,york region,"11 prosperity way, east gwillimbury","(44.09569199387715, -79.50676578074078)"
https://www.zolo.ca/east-gwillimbury-real-estate/23-beechborough-crescent-west,"23 Beechborough Crescent WEast Gwillimbury, Sharon",999000,Att/Row/Twnhouse,3,,3,,2-Storey,2023-12-16,15,east-gwillimbury,york region,"23 beechborough crescent west, east gwillimbury","(44.10219697938402, -79.44614928189951)"
https://www.zolo.ca/east-gwillimbury-real-estate/20145-bathurst-street,"20145 Bathurst Street, East Gwillimbury Holland, Landing",800000,Detached,2,,1,,Bungalow,2023-12-12,0,east-gwillimbury,york region,"20145 bathurst street, east gwillimbury","(44.11400888306741, -79.52184608183887)"
https://www.zolo.ca/east-gwillimbury-real-estate/9-deepwood-crescent,"9 Deepwood Crescent, East Gwillimbury, Sharon",1699000,Detached,4,,4,2500-3000,2-Storey,2023-12-12,15,east-gwillimbury,york region,"9 deepwood crescent, east gwillimbury","(44.09158838172053, -79.4505951271628)"
https://www.zolo.ca/east-gwillimbury-real-estate/5-charmuse-lane,"5 Charmuse Lane, East Gwillimbury Holland, Landing",988888,Att/Row/Twnhouse,3,,3,,2-Storey,2023-12-06,0,east-gwillimbury,york region,"5 charmuse lane, east gwillimbury","(44.09752088324052, -79.48811587853736)"
