HouseWeb,Address,Price,PropertyType,Bedroom,BedroomPlus,Bathroom,SquareFootage,Style,DatePosted,BuildingAge,City,Region,HouseAddress,Lat_Long
https://www.zolo.ca/burlington-real-estate/285-cheltenham-road,"285 Cheltenham Road, Burlington, Appleby",1179000,Detached,3,,2,,Backsplit 3,2024-01-23,0,burlington,halton region,"285 cheltenham road, burlington","(43.37005730875305, -79.74100007663527)"
https://www.zolo.ca/burlington-real-estate/216-plains-road-road-west/f409,"F409 - 216 Plains Road Road WBurlington, Bayview",734900,Condo Apt,2,,2,1400-1599,Apartment,2024-01-22,30,burlington,halton region,"216 plains road road west/f409, burlington","(43.30104909990962, -79.85959973179716)"
https://www.zolo.ca/burlington-real-estate/2175-turnberry-road,"2175 Turnberry Road, Burlington, Rose",1949900,Detached,4,1,4,2500-3000,2-Storey,2024-01-22,30,burlington,halton region,"2175 turnberry road, burlington","(43.397403393591475, -79.80088173402514)"
https://www.zolo.ca/burlington-real-estate/4124-palermo-common,"4124 Palermo Common, Burlington, Shoreacres",799000,Att/Row/Twnhouse,2,,2,,3-Storey,2024-01-22,0,burlington,halton region,"4124 palermo common, burlington","(43.36296009987731, -79.77535749775141)"
https://www.zolo.ca/burlington-real-estate/5463-spruce-avenue-north,"5463 Spruce Avenue NBurlington, Appleby",1199000,Detached,3,1,2,,Bungalow-Raised,2024-01-22,0,burlington,halton region,"5463 spruce avenue north, burlington","(43.376170314557925, -79.73560271772351)"
https://www.zolo.ca/burlington-real-estate/293-north-shore-boulevard-east,"293 North Shore Boulevard EBurlington, Lasalle",1199900,Detached,2,,2,1100-1500,Bungalow-Raised,2024-01-22,99,burlington,halton region,"293 north shore boulevard east, burlington","(43.30730870520105, -79.83343360937826)"
https://www.zolo.ca/burlington-real-estate/1121-cooke-boulevard/67,"67 - 1121 Cooke Boulevard, Burlington, Lasalle",799900,Condo Townhouse,2,1,3,1600-1799,3-Storey,2024-01-22,5,burlington,halton region,"1121 cooke boulevard/67, burlington","(43.311318104766, -79.854850629277)"
https://www.zolo.ca/burlington-real-estate/1940-ironstone-drive/222,"222-1940Ironstone Drive, Burlington, Uptown",,Comm Element Condo,1,1,2,800-899,2-Storey,2024-01-22,10,burlington,halton region,"1940 ironstone drive/222, burlington","(43.39316139621343, -79.78841021647138)"
https://www.zolo.ca/burlington-real-estate/3123-lula-road,"3123 Lula Road, Burlington, Alton",924900,Att/Row/Twnhouse,3,,3,1100-1500,2-Storey,2024-01-22,5,burlington,halton region,"3123 lula road, burlington","(43.391604583427124, -79.8294378723155)"
https://www.zolo.ca/burlington-real-estate/823-partridge-drive,"823 Partridge Drive, Burlington, Lasalle",2695000,Detached,3,1,4,2500-3000,2-Storey,2024-01-22,15,burlington,halton region,"823 partridge drive, burlington","(43.31077860356811, -79.83595823861471)"
https://www.zolo.ca/burlington-real-estate/4197-walkers-line,"4197 Walkers Line, Burlington Rural, Burlington",4995000,Rural Resid,3,,2,,1 1/2 Storey,2024-01-22,0,burlington,halton region,"4197 walkers line, burlington","(43.41141709751051, -79.84892412081777)"
https://www.zolo.ca/burlington-real-estate/2252-joyce-street,"2252 Joyce Street, Burlington, Brant",1575000,Detached,5,2,4,2000-2500,Bungalow,2024-01-22,0,burlington,halton region,"2252 joyce street, burlington","(43.34005969266411, -79.80224689459533)"
https://www.zolo.ca/burlington-real-estate/1291-nottingham-avenue,"1291Nottingham Avenue, Burlington, Mountainside",,Investment,,,,,,2024-01-23,99,burlington,halton region,"1291 nottingham avenue, burlington","(43.35787211701174, -79.81421851544371)"
https://www.zolo.ca/burlington-real-estate/3043-dundas-street,"3043 Dundas Street, Burlington Rural, Burlington",959900,Other,,,0,,Other,2024-01-20,0,burlington,halton region,"3043 dundas street, burlington","(43.37917849578855, -79.83883448868936)"
https://www.zolo.ca/burlington-real-estate/428-henderson-road,"428 Henderson Road, Burlington, Shoreacres",1499000,Detached,3,,2,1100-1500,Bungalow,2024-01-20,99,burlington,halton region,"428 henderson road, burlington","(43.362779008859206, -79.75762331846991)"
https://www.zolo.ca/burlington-real-estate/2273-turnberry-road/lot-10,"Lot #10 - 2273 Turnberry Road, Burlington, Rose",1579000,Att/Row/Twnhouse,4,1,4,2000-2500,3-Storey,2024-01-19,0,burlington,halton region,"2273 turnberry road/lot 10, burlington","(43.40241049109139, -79.8035581595281)"
https://www.zolo.ca/burlington-real-estate/2409-lakeshore-road,"2409 Lakeshore Road, Burlington, Brant",3895000,Detached,5,1,5,3500-5000,2 1/2 Storey,2024-01-19,5,burlington,halton region,"2409 lakeshore road, burlington","(43.3327440094821, -79.78029971932075)"
https://www.zolo.ca/burlington-real-estate/2409-lakeshore-road-road,"2409 Lakeshore Road Road,, Burlington",3895000,,6,,,,2.5 Storey,2024-01-19,0,burlington,halton region,"2409 lakeshore road road, burlington","(43.3327440094821, -79.78029971932075)"
https://www.zolo.ca/burlington-real-estate/638-waterloo-street,"638 Waterloo Street, Burlington, Brant",1999900,Detached,3,2,3,1100-1500,Bungalow,2024-01-19,99,burlington,halton region,"638 waterloo street, burlington","(43.334960100862645, -79.79980683876192)"
https://www.zolo.ca/burlington-real-estate/664-geneva-park-drive,"664 Geneva Park Drive, Burlington, Roseland",999999,Detached,3,,2,1100-1500,Backsplit 3,2024-01-19,99,burlington,halton region,"664 geneva park drive, burlington","(43.356271885967004, -79.77881126095485)"
https://www.zolo.ca/burlington-real-estate/5080-pinedale-avenue/1002,"1002 - 5080 Pinedale Avenue, Burlington, Appleby",749900,Condo Apt,2,,2,1200-1399,Apartment,2024-01-19,50,burlington,halton region,"5080 pinedale avenue/1002, burlington","(43.371880414603226, -79.75247322570182)"
https://www.zolo.ca/burlington-real-estate/1280-maple-crossing-boulevard/6,"6 - 1280 Maple Crossing Boulevard, Burlington, Brant",999000,Condo Townhouse,2,1,3,1000-1199,2-Storey,2024-01-19,50,burlington,halton region,"1280 maple crossing boulevard/6, burlington","(43.32396962369046, -79.80706950640635)"
https://www.zolo.ca/burlington-real-estate/2025-maria-street/1306,"1306 - 2025 Maria Street, Burlington, Brant",1489000,Condo Apt,2,1,3,1400-1599,Apartment,2024-01-19,5,burlington,halton region,"2025 maria street/1306, burlington","(43.32773842072476, -79.7990579157132)"
https://www.zolo.ca/burlington-real-estate/444-plains-road-west,"444 Plains Road WBurlington, Bayview",999000,Detached,2,2,2,700-1100,Bungalow,2024-01-18,15,burlington,halton region,"444 plains road west, burlington","(43.29523469940537, -79.86667338752498)"
https://www.zolo.ca/burlington-real-estate/5240-dundas-street/b305,"B305 - 5240 Dundas Street, Burlington, Alton",529000,Condo Apt,1,1,1,500-599,Apartment,2024-01-18,5,burlington,halton region,"5240 dundas street/b305, burlington","(43.412621409358735, -79.80082892803514)"
https://www.zolo.ca/burlington-real-estate/1119-cooke-boulevard/b625,"B625 - 1119 Cooke Boulevard, Burlington, Lasalle",479900,Condo Apt,1,,1,0-499,Apartment,2024-01-18,5,burlington,halton region,"1119 cooke boulevard/b625, burlington","(43.310775711811516, -79.85370817587417)"
https://www.zolo.ca/burlington-real-estate/1940-ironstone-drive/709,"709 - 1940 Ironstone Drive, Burlington, Uptown",719000,Condo Apt,2,,2,900-999,Apartment,2024-01-22,10,burlington,halton region,"1940 ironstone drive/709, burlington","(43.39316139621343, -79.78841021647138)"
https://www.zolo.ca/burlington-real-estate/2096-mount-royal-avenue,"2096 Mount Royal Avenue,, Burlington",949900,,3,,1,,,2024-01-18,0,burlington,halton region,"2096 mount royal avenue, burlington","(43.3508215953367, -79.82847923404933)"
https://www.zolo.ca/burlington-real-estate/2055-appleby-line/106,"106 - 2055 Appleby Line, Burlington, Uptown",569000,Condo Apt,1,1,1,700-799,Apartment,2024-01-18,0,burlington,halton region,"2055 appleby line/106, burlington","(43.395140908376845, -79.7897609601681)"
https://www.zolo.ca/burlington-real-estate/1454-westbury-avenue,"1454 Westbury Avenue, Burlington, Tyandaga",1379900,Detached,4,,4,2000-2500,2-Storey,2024-01-18,50,burlington,halton region,"1454 westbury avenue, burlington","(43.34681290823352, -79.83535926781379)"
https://www.zolo.ca/burlington-real-estate/1998-ironstone-drive/408,"408 - 1998 Ironstone Drive, Burlington, Uptown",949000,Condo Apt,2,1,2,1400-1599,Apartment,2024-01-18,0,burlington,halton region,"1998 ironstone drive/408, burlington","(43.39371171006641, -79.78753807944597)"
https://www.zolo.ca/burlington-real-estate/1940-ironstone-drive/209,"209 - 1940 Ironstone Drive, Burlington, Uptown",689000,Condo Apt,2,1,2,900-999,Apartment,2024-01-18,10,burlington,halton region,"1940 ironstone drive/209, burlington","(43.39316139621343, -79.78841021647138)"
https://www.zolo.ca/burlington-real-estate/58-park-avenue-east,"58 Park Avenue EBurlington, Lasalle",6695000,Detached,4,3,6,5000+,2-Storey,2024-01-18,5,burlington,halton region,"58 park avenue east, burlington","(43.30539490715853, -79.84627770252818)"
https://www.zolo.ca/burlington-real-estate/3105-parkgate-crescent,"3105 Parkgate Crescent, Burlington, Palmer",1229000,Detached,3,1,4,,2-Storey,2024-01-18,0,burlington,halton region,"3105 parkgate crescent, burlington","(43.36301730636649, -79.81355508780739)"
https://www.zolo.ca/burlington-real-estate/4040-upper-middle-road,"4040 Upper Middle Road,, Burlington",529900,,1,,1,,,2024-01-18,0,burlington,halton region,"4040 upper middle road, burlington","(43.37962558650395, -79.80289489952982)"
https://www.zolo.ca/burlington-real-estate/2060-prospect-street,"2060 Prospect Street, Burlington, Brant",,Investment,,,,,,2024-01-18,99,burlington,halton region,"2060 prospect street, burlington","(43.33530862039669, -79.80729313558307)"
https://www.zolo.ca/burlington-real-estate/4040-upper-middle-road/403,"403 - 4040 Upper Middle Road, Burlington, Tansley",529900,Condo Apt,1,1,1,600-699,Apartment,2024-01-18,5,burlington,halton region,"4040 upper middle road/403, burlington","(43.37962558650395, -79.80289489952982)"
https://www.zolo.ca/burlington-real-estate/1830-walkers-line,"1830 Walkers Line,, Burlington",519900,,1,,1,,,2024-01-18,0,burlington,halton region,"1830 walkers line, burlington","(43.37757771992011, -79.80665929606495)"
https://www.zolo.ca/burlington-real-estate/1830-walkers-line/406,"406 - 1830 Walkers Line, Burlington, Palmer",519900,Condo Apt,1,1,1,700-799,Apartment,2024-01-18,10,burlington,halton region,"1830 walkers line/406, burlington","(43.37757771992011, -79.80665929606495)"
https://www.zolo.ca/burlington-real-estate/3171-lotus-common/53,"53 - 3171 Lotus Common, Burlington Alton, Central",860000,,2,,,,3 Storey,2024-01-17,0,burlington,halton region,"3171 lotus common/53, burlington","(43.40874694847097, -79.81354038625899)"
https://www.zolo.ca/burlington-real-estate/686-francis-road,"686 Francis Road,, Burlington",1050000,,5,,2,,,2024-01-17,0,burlington,halton region,"686 francis road, burlington","(43.31637691860851, -79.81685009776469)"
https://www.zolo.ca/burlington-real-estate/2285-lakeshore-road,"2285 Lakeshore Road, Burlington, Brant",1875000,Detached,3,,2,2500-3000,2-Storey,2024-01-17,0,burlington,halton region,"2285 lakeshore road, burlington","(43.330193312526774, -79.78498327535809)"
https://www.zolo.ca/burlington-real-estate/1441-elgin-street/208,"208 - 1441 Elgin Street, Burlington, Brant",1149000,Condo Apt,1,1,2,900-999,Apartment,2024-01-17,5,burlington,halton region,"1441 elgin street/208, burlington","(43.324809197022034, -79.79906897982539)"
https://www.zolo.ca/burlington-real-estate/1940-ironstone-drive/518,"518 - 1940 Ironstone Drive, Burlington, Uptown",499000,Condo Apt,1,1,2,600-699,Apartment,2024-01-17,10,burlington,halton region,"1940 ironstone drive/518, burlington","(43.39316139621343, -79.78841021647138)"
https://www.zolo.ca/burlington-real-estate/3094-woodland-park-drive,"3094 Woodland Park Drive, Burlington, Roseland",2899000,Detached,4,1,4,2500-3000,Bungalow,2024-01-17,99,burlington,halton region,"3094 woodland park drive, burlington","(43.33901161949103, -79.77976101440366)"
https://www.zolo.ca/burlington-real-estate/3210-dakota-common/509,"509 - 3210 Dakota Common, Burlington, Alton",549888,Condo Apt,2,,1,600-699,Apartment,2024-01-17,5,burlington,halton region,"3210 dakota common/509, burlington","(43.40909531670045, -79.81412504927101)"
https://www.zolo.ca/burlington-real-estate/3210-dakota-common,"3210 Dakota Common,, Burlington",549000,,2,,1,,,2024-01-16,0,burlington,halton region,"3210 dakota common, burlington","(43.40909531670045, -79.81412504927101)"
https://www.zolo.ca/burlington-real-estate/3210-dakota-common/a503,"A503 - 3210 Dakota Common, Burlington, Alton",549000,Condo Apt,2,,1,600-699,Apartment,2024-01-16,5,burlington,halton region,"3210 dakota common/a503, burlington","(43.40909531670045, -79.81412504927101)"
https://www.zolo.ca/burlington-real-estate/2081-fairview-street/1208,"1208 - 2081 Fairview Street, Burlington, Brant",649900,Condo Apt,2,,2,700-799,Apartment,2024-01-16,0,burlington,halton region,"2081 fairview street/1208, burlington","(43.33931328418632, -79.81084446413948)"
https://www.zolo.ca/burlington-real-estate/2134-harris-crescent,"2134Harris Crescent, Burlington, Brant",,Triplex,4,1,3,2000-2500,2-Storey,2024-01-16,50,burlington,halton region,"2134 harris crescent, burlington","(43.32805739405009, -79.7924642077612)"
https://www.zolo.ca/burlington-real-estate/1009-lindley-common,"1009Lindley Common, Burlington, Lasalle",,Att/Row/Twnhouse,2,,3,1500-2000,2-Storey,2024-01-16,15,burlington,halton region,"1009 lindley common, burlington","(43.31493141749638, -79.8427478316439)"
https://www.zolo.ca/burlington-real-estate/4449-milburough-town-line,"4449 Milburough Town Line, Burlington Rural, Burlington",309000,Detached,1,,1,< 700,Bungalow,2024-01-16,15,burlington,halton region,"4449 milburough town line, burlington","(43.37635928456501, -79.90069846618022)"
https://www.zolo.ca/burlington-real-estate/5321-mccormack-drive,"5321 Mccormack Drive, Burlington, Orchard",1180000,Att/Row/Twnhouse,3,1,4,1500-2000,2-Storey,2024-01-16,30,burlington,halton region,"5321 mccormack drive, burlington","(43.406708018578, -79.79615090405389)"
https://www.zolo.ca/burlington-real-estate/5197-dryden-avenue,"5197 Dryden Avenue, Burlington, Orchard",1050000,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,2024-01-16,30,burlington,halton region,"5197 dryden avenue, burlington","(43.403025806603495, -79.79566265819392)"
https://www.zolo.ca/burlington-real-estate/610-taylor-crescent,"610 Taylor Crescent, Burlington, Shoreacres",1050000,Att/Row/Twnhouse,3,,4,1500-2000,2-Storey,2024-01-16,30,burlington,halton region,"610 taylor crescent, burlington","(43.36949702043529, -79.76601033460629)"
https://www.zolo.ca/burlington-real-estate/1300-1-side-road,"1300 1 Side Road, Burlington Rural, Burlington",2974800,Detached,3,2,4,,Bungalow,2024-01-15,0,burlington,halton region,"1300 1 side road, burlington","(43.37390099809221, -79.87705546425518)"
https://www.zolo.ca/burlington-real-estate/5280-lakeshore-road/1212,"1212 - 5280 Lakeshore Road, Burlington, Shoreacres",809900,Condo Apt,2,,2,1200-1399,Apartment,2024-01-15,50,burlington,halton region,"5280 lakeshore road/1212, burlington","(43.36605738073868, -79.73347941401111)"
https://www.zolo.ca/burlington-real-estate/5510-schueller-crescent,"5510 Schueller Crescent, Burlington, Appleby",590000,Att/Row/Twnhouse,4,,3,1500-2000,3-Storey,2024-01-15,99,burlington,halton region,"5510 schueller crescent, burlington","(43.38018009130852, -79.73872061806671)"
https://www.zolo.ca/burlington-real-estate/2389-barclay-road,"2389 Barclay Road, Burlington, Brant",979900,Semi-Detached,3,2,3,700-1100,Bungalow,2024-01-15,99,burlington,halton region,"2389 barclay road, burlington","(43.34466030976952, -79.79874736620054)"
https://www.zolo.ca/burlington-real-estate/320-plains-road-east/315,"315 - 320 Plains Road EBurlington, Lasalle",579900,Condo Apt,1,1,1,600-699,Apartment,2024-01-15,5,burlington,halton region,"320 plains road east/315, burlington","(43.31459371061743, -79.84185708679345)"
https://www.zolo.ca/burlington-real-estate/5230-dundas-street/a307,"A307 - 5230 Dundas Street, Burlington, Orchard",469900,Condo Apt,1,,1,500-599,Apartment,2024-01-15,5,burlington,halton region,"5230 dundas street/a307, burlington","(43.412146113539194, -79.80130099682198)"
https://www.zolo.ca/burlington-real-estate/5010-corporate-drive/411,"411 - 5010 Corporate Drive, Burlington, Uptown",645000,Condo Apt,2,,2,1000-1199,Apartment,2024-01-15,10,burlington,halton region,"5010 corporate drive/411, burlington","(43.390584296263086, -79.78397878808154)"
https://www.zolo.ca/burlington-real-estate/3202-greenbough-crescent,"3202 Greenbough Crescent, Burlington, Headon",1139000,Detached,3,1,3,1100-1500,2-Storey,2024-01-15,50,burlington,halton region,"3202 greenbough crescent, burlington","(43.367852197665655, -79.81916392213625)"
https://www.zolo.ca/burlington-real-estate/214-hampton-heath-road,"214 Hampton Heath Road, Burlington, Appleby",1047400,Detached,2,,1,700-1100,Bungalow,2024-01-15,99,burlington,halton region,"214 hampton heath road, burlington","(43.371567979162364, -79.73510743106488)"
https://www.zolo.ca/burlington-real-estate/702-king-road,"702 King Road, Burlington, Lasalle",1799900,Detached,3,1,3,1500-2000,Bungalow,2024-01-15,99,burlington,halton region,"702 king road, burlington","(43.31455280692995, -79.82288867226936)"
https://www.zolo.ca/burlington-real-estate/360-north-shore-boulevard-east,"360 North Shore Boulevard EBurlington, Lasalle",3099900,Detached,4,2,3,,Bungalow,2024-01-15,50,burlington,halton region,"360 north shore boulevard east, burlington","(43.307864802567224, -79.82969377181944)"
https://www.zolo.ca/burlington-real-estate/2040-cleaver-avenue-south/210,"210 - 2040 Cleaver Avenue SBurlington, Headon",514900,Condo Apt,1,1,1,600-699,Apartment,2024-01-15,0,burlington,halton region,"2040 cleaver avenue south/210, burlington","(43.3773944915167, -79.81068403451269)"
https://www.zolo.ca/burlington-real-estate/3059-woodland-park-drive,"3059 Woodland Park Drive, Burlington, Roseland",2599000,Detached,3,1,4,2500-3000,2-Storey,2024-01-15,99,burlington,halton region,"3059 woodland park drive, burlington","(43.33842911912987, -79.78129163374253)"
https://www.zolo.ca/burlington-real-estate/574-clark-avenue,"574 Clark Avenue, Burlington, Brant",1250000,Detached,4,,2,1500-2000,1 1/2 Storey,2024-01-15,0,burlington,halton region,"574 clark avenue, burlington","(43.324728898389594, -79.80562010770926)"
https://www.zolo.ca/burlington-real-estate/676-bayshore-boulevard,"676 Bayshore Boulevard, Burlington, Bayview",2595000,Detached,4,1,4,1500-2000,1 1/2 Storey,2024-01-15,99,burlington,halton region,"676 bayshore boulevard, burlington","(43.28828371283052, -79.87265136086971)"
https://www.zolo.ca/burlington-real-estate/3906-leonardo-street,"3906 Leonardo Street,, Burlington",2049000,,5,,5,,,2024-01-14,0,burlington,halton region,"3906 leonardo street, burlington","(43.39205871494116, -79.82904048628595)"
https://www.zolo.ca/burlington-real-estate/730-grand-view-avenue,"730 Grand View Avenue, Burlington, Lasalle",1399000,Detached,3,,2,1500-2000,2-Storey,2024-01-13,99,burlington,halton region,"730 grand view avenue, burlington","(43.28993151117578, -79.87859857262978)"
https://www.zolo.ca/burlington-real-estate/5010-corporate-drive/307,"307 - 5010 Corporate Drive, Burlington, Uptown",515000,Condo Apt,1,,1,500-599,Apartment,2024-01-12,0,burlington,halton region,"5010 corporate drive/307, burlington","(43.390584296263086, -79.78397878808154)"
https://www.zolo.ca/burlington-real-estate/4000-berton-avenue,"4000 Berton Avenue, Burlington, Rose",1149000,Att/Row/Twnhouse,3,1,4,1500-2000,2-Storey,2024-01-12,30,burlington,halton region,"4000 berton avenue, burlington","(43.390953100002804, -79.82180371872234)"
https://www.zolo.ca/burlington-real-estate/2076-cavendish-drive,"2076 Cavendish Drive, Burlington Brant, Hills",1195000,Detached,3,1,3,1500-2000,Sidesplit 3,2024-01-12,0,burlington,halton region,"2076 cavendish drive, burlington","(43.35508341591577, -79.83315038486997)"
https://www.zolo.ca/burlington-real-estate/2007-james-street/701,"701 - 2007 James Street,, Burlington",819900,,2,,,,1 Storey/Apt,2024-01-12,0,burlington,halton region,"2007 james street/701, burlington","(43.3263649201609, -79.7980511653228)"
https://www.zolo.ca/burlington-real-estate/3200-dakota-common/b713,"B713 - 3200 Dakota Common, Burlington, Alton",649000,Condo Apt,2,,2,700-799,Apartment,2024-01-12,5,burlington,halton region,"3200 dakota common/b713, burlington","(43.40952625893129, -79.81344140092403)"
https://www.zolo.ca/burlington-real-estate/2007-james-street-east/701,"701 - 2007 James Street EBurlington, Brant",819900,Condo Apt,1,1,2,800-899,Apartment,2024-01-12,0,burlington,halton region,"2007 james street east/701, burlington","(41.808815838652606, -76.44027480693853)"
https://www.zolo.ca/burlington-real-estate/1346-wakefield-crescent,"1346 Wakefield Crescent, Burlington, Tyandaga",,Detached,4,,4,2000-2500,2-Storey,2024-01-12,99,burlington,halton region,"1346 wakefield crescent, burlington","(43.34759988512266, -79.83748567283037)"
https://www.zolo.ca/burlington-real-estate/6142-guelph-line,"6142 Guelph Line, Burlington Rural, Burlington",1059000,Detached,2,,1,,1 1/2 Storey,2024-01-12,0,burlington,halton region,"6142 guelph line, burlington","(43.431661405335944, -79.90511036473565)"
https://www.zolo.ca/burlington-real-estate/5317-upper-middle-road/419,"419 - 5317 Upper Middle Road, Burlington, Orchard",557500,Condo Apt,1,1,1,700-799,Apartment,2024-01-12,10,burlington,halton region,"5317 upper middle road/419, burlington","(43.40242059128471, -79.78242830363216)"
https://www.zolo.ca/burlington-real-estate/4115-upper-middle-road/17,"17 - 4115 Upper Middle Road, Burlington, Rose",815000,Condo Townhouse,2,,4,1000-1199,2-Storey,2024-01-11,0,burlington,halton region,"4115 upper middle road/17, burlington","(43.382893732461554, -79.80255509717509)"
https://www.zolo.ca/burlington-real-estate/457-plains-road-east/405,"405 - 457 Plains Road EBurlington, Lasalle",799000,Condo Apt,2,,2,900-999,Apartment,2024-01-11,10,burlington,halton region,"457 plains road east/405, burlington","(43.31843509493322, -79.8384325764321)"
https://www.zolo.ca/burlington-real-estate/2345-middlesmoor-crescent,"2345 Middlesmoor Crescent, Burlington Brant, Hills",849900,Semi-Detached,3,,2,,2-Storey,2024-01-11,0,burlington,halton region,"2345 middlesmoor crescent, burlington","(43.368960788179635, -79.83994659960267)"
https://www.zolo.ca/burlington-real-estate/2007-james-street/907,"907 - 2007 James Street, Burlington, Brant",1049999,Condo Apt,2,,2,1000-1199,Apartment,2024-01-11,0,burlington,halton region,"2007 james street/907, burlington","(43.3263649201609, -79.7980511653228)"
https://www.zolo.ca/burlington-real-estate/391-plains-road-east,"391 Plains Road East,, Burlington",799900,,2,,2,,,2024-01-11,0,burlington,halton region,"391 plains road east, burlington","(43.31683851001637, -79.8399933706224)"
https://www.zolo.ca/burlington-real-estate/1223-stanley-drive,"1223 Stanley Drive, Burlington, Mountainside",939000,Detached,3,0,2,,Bungalow,2024-01-11,99,burlington,halton region,"1223 stanley drive, burlington","(43.35201681281998, -79.81687901533063)"
https://www.zolo.ca/burlington-real-estate/391-plains-road-east/312,"312 - 391 Plains Road EBurlington, Lasalle",799900,Condo Apt,2,,2,1200-1399,Apartment,2024-01-11,30,burlington,halton region,"391 plains road east/312, burlington","(43.31683851001637, -79.8399933706224)"
https://www.zolo.ca/burlington-real-estate/3070-rotary-way/108,"108 - 3070 Rotary Way, Burlington, Alton",619000,Condo Apt,2,,2,800-899,Apartment,2024-01-11,0,burlington,halton region,"3070 rotary way/108, burlington","(43.39403449715769, -79.82237687326148)"
https://www.zolo.ca/burlington-real-estate/3504-rockwood-drive,"3504 Rockwood Drive, Burlington, Roseland",1219000,Detached,3,1,2,1100-1500,Backsplit 3,2024-01-10,99,burlington,halton region,"3504 rockwood drive, burlington","(43.35738550562289, -79.77853205976008)"
https://www.zolo.ca/burlington-real-estate/3141-goodyear-road,"3141 Goodyear Road, Burlington, Alton",1999000,Detached,5,,5,3500-5000,2-Storey,2024-01-10,0,burlington,halton region,"3141 goodyear road, burlington","(43.39284259052613, -79.82959042295329)"
https://www.zolo.ca/burlington-real-estate/837-danforth-place,"837 Danforth Place,, Burlington",2199000,,3,,3,,,2024-01-10,0,burlington,halton region,"837 danforth place, burlington","(43.29371941894931, -79.86052400426033)"
https://www.zolo.ca/burlington-real-estate/2061-maria-street/16,"16 - 2061 Maria Street, Burlington, Brant",1699000,Condo Townhouse,2,1,5,2500-2749,3-Storey,2024-01-10,15,burlington,halton region,"2061 maria street/16, burlington","(43.3285409879538, -79.79834930961874)"
https://www.zolo.ca/burlington-real-estate/837-danforth-place-north,"837 Danforth Place NBurlington, Lasalle",2199000,Detached,3,1,3,3000-3500,Bungalow-Raised,2024-01-10,99,burlington,halton region,"837 danforth place north, burlington","(43.29371941894931, -79.86052400426033)"
https://www.zolo.ca/burlington-real-estate/5111-walkers-line,"5111 Walkers Line, Burlington Rural, Burlington",2399900,Detached,3,2,7,2000-2500,Bungalow,2024-01-10,50,burlington,halton region,"5111 walkers line, burlington","(43.42181380066174, -79.86435193562151)"
https://www.zolo.ca/burlington-real-estate/1508-silverpine-court,"1508 Silverpine Court, Burlington, Tyandaga",1599900,Detached,4,1,3,,2-Storey,2024-01-10,0,burlington,halton region,"1508 silverpine court, burlington","(43.35731111623221, -79.8472657612745)"
https://www.zolo.ca/burlington-real-estate/1121-cooke-boulevard/73,"73 - 1121 Cooke Boulevard, Burlington, Lasalle",870000,Condo Townhouse,2,1,3,1600-1799,3-Storey,2024-01-10,5,burlington,halton region,"1121 cooke boulevard/73, burlington","(43.311318104766, -79.854850629277)"
https://www.zolo.ca/burlington-real-estate/3467-geneva-place,"3467 Geneva Place, Burlington, Roseland",1074900,Detached,3,,2,1100-1500,Sidesplit 3,2024-01-10,99,burlington,halton region,"3467 geneva place, burlington","(43.355780915988504, -79.77878871363531)"
https://www.zolo.ca/burlington-real-estate/1356-humphreys-crescent,"1356 Humphreys Crescent, Burlington, Tyandaga",1169000,Detached,4,,2,1100-1500,Bungalow,2024-01-10,99,burlington,halton region,"1356 humphreys crescent, burlington","(43.348414899477916, -79.83308148562585)"
https://www.zolo.ca/burlington-real-estate/6310-walkers-line,"6310 Walkers Line, Burlington Rural, Burlington",1830000,Detached,3,1,3,1500-2000,Bungalow,2024-01-10,99,burlington,halton region,"6310 walkers line, burlington","(43.44531187948087, -79.89947755816368)"
https://www.zolo.ca/burlington-real-estate/2210-lakeshore-road/805,"805 - 2210 Lakeshore Road, Burlington, Lasalle",1347777,Condo Apt,2,,2,1000-1199,Apartment,2024-01-09,0,burlington,halton region,"2210 lakeshore road/805, burlington","(43.327867208667044, -79.78725368147123)"
https://www.zolo.ca/burlington-real-estate/1270-maple-crossing-boulevard/501,"501 - 1270 Maple Crossing Boulevard, Burlington, Brant",579900,Condo Apt,2,,2,1000-1199,Apartment,2024-01-09,50,burlington,halton region,"1270 maple crossing boulevard/501, burlington","(43.32268698295704, -79.80668301685093)"
https://www.zolo.ca/burlington-real-estate/2105-berwick-drive,"2105 Berwick Drive,, Burlington",1149000,,2,,3,,2 Level,2024-01-09,0,burlington,halton region,"2105 berwick drive, burlington","(39.9807299859732, -75.00546199037016)"
https://www.zolo.ca/burlington-real-estate/3887-tufgar-crescent,"3887 Tufgar Crescent, Burlington, Alton",889000,Att/Row/Twnhouse,3,,2,1100-1500,2-Storey,2024-01-09,5,burlington,halton region,"3887 tufgar crescent, burlington","(43.39454591897993, -79.83055677257039)"
https://www.zolo.ca/burlington-real-estate/5090-pinedale-avenue/1001,"1001 - 5090 Pinedale Avenue, Burlington, Appleby",699900,Condo Apt,2,,2,1200-1399,Apartment,2024-01-09,0,burlington,halton region,"5090 pinedale avenue/1001, burlington","(43.372600881090676, -79.75290506135342)"
https://www.zolo.ca/burlington-real-estate/680-powell-court,"680 Powell Court, Burlington, Brant",1490000,Detached,3,,3,1500-2000,2-Storey,2024-01-09,50,burlington,halton region,"680 powell court, burlington","(43.34182630448686, -79.79470041570939)"
