HouseWeb,Address,Price,PropertyType,Bedroom,BedroomPlus,Bathroom,SquareFootage,Style,Age,Community,DatePosted
https://www.zolo.ca/whitby-real-estate/53-goldring-drive,"53 Goldring Drive, Whitby Lynde, Creek",899000,Semi-Detached,3,1,2,,Bungalow-Raised,,,2024-01-29
https://www.zolo.ca/whitby-real-estate/73-franklin-crescent,"73 Franklin Crescent, Whitby Rural, Whitby",1099000,Vacant Land,,,0,,,,,2024-01-29
https://www.zolo.ca/whitby-real-estate/580-mary-street-east/226,"226 - 580 Mary Street EWhitby Downtown, Whitby",599000,Condo Apt,3,,2,1200-1399,2-Storey,,,2024-01-29
https://www.zolo.ca/whitby-real-estate/16-van-wart-street,"16 Van Wart Street, Whitby, Williamsburg",999000,Att/Row/Twnhouse,4,,3,1500-2000,2-Storey,New,,2024-01-27
https://www.zolo.ca/whitby-real-estate/20-oceanpearl-crescent,"20 Oceanpearl Crescent, Whitby Blue Grass, Meadows",1189900,Detached,4,2,4,,2-Storey,,,2024-01-26
https://www.zolo.ca/whitby-real-estate/71-auckland-drive,"71 Auckland Drive, Whitby Rural, Whitby",899900,Semi-Detached,3,,3,,2-Storey,,,2024-01-26
https://www.zolo.ca/whitby-real-estate/612-perry-street,"612Perry Street, Whitby Downtown, Whitby",,Detached,3,2,4,2000-2500,Backsplit 4,,,2024-01-26
https://www.zolo.ca/whitby-real-estate/9-ormandy-court,"9 Ormandy Court, Whitby Lynde, Creek",1199000,Detached,4,1,4,,2-Storey,,,2024-01-26
https://www.zolo.ca/whitby-real-estate/2-harbourside-drive,"2 Harbourside Drive, Whitby Port, Whitby",849900,Att/Row/Twnhouse,3,,3,,2-Storey,,,2024-01-26
https://www.zolo.ca/whitby-real-estate/97-queen-street,"97 Queen Street, Whitby, Brooklin",2279000,Detached,4,,5,3000-3500,2-Storey,0-5,,2024-01-26
https://www.zolo.ca/whitby-real-estate/21-goldeye-street-east,"21 Goldeye Street EWhitby Lynde, Creek",799900,Att/Row/Twnhouse,2,,3,1100-1500,3-Storey,0-5,,2024-01-26
https://www.zolo.ca/whitby-real-estate/51-selfridge-way,"51Selfridge Way, Whitby Downtown, Whitby",,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,New,,2024-01-25
https://www.zolo.ca/whitby-real-estate/98-wetherburn-drive,"98 Wetherburn Drive, Whitby, Williamsburg",1475000,Detached,4,1,4,,2-Storey,,,2024-01-25
https://www.zolo.ca/whitby-real-estate/32-colette-drive,"32 Colette Drive, Whitby Downtown, Whitby",975000,Detached,4,,4,2000-2500,2-Storey,31-50,,2024-01-25
https://www.zolo.ca/whitby-real-estate/27-lennon-court,"27 Lennon Court, Whitby Lynde, Creek",1699999,Detached,4,,4,3000-3500,2-Storey,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/14-canary-street,"14 Canary Street, Whitby Taunton, North",1125000,Detached,4,,3,2000-2500,2-Storey,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/31-habitant-crescent,"31 Habitant Crescent, Whitby Lynde, Creek",997000,Semi-Detached,3,,3,,2-Storey,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/23-winterberry-drive,"23 Winterberry Drive, Whitby Rolling, Acres",1159900,Detached,3,1,3,1100-1500,2-Storey,16-30,,2024-01-24
https://www.zolo.ca/whitby-real-estate/201-brock-street-south/109,"109 - 201 Brock Street SWhitby Downtown, Whitby",940900,Condo Townhouse,2,1,3,1200-1399,2-Storey,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/201-brock-street-south/615,"615 - 201 Brock Street SWhitby Downtown, Whitby",760900,Condo Apt,2,,2,700-799,Apartment,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/201-brock-street-south/303,"303 - 201 Brock Street SWhitby Downtown, Whitby",649900,Condo Apt,1,1,1,600-699,Apartment,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/26-hialeah-crescent,"26 Hialeah Crescent, Whitby Blue Grass, Meadows",1175000,Detached,4,2,4,,2-Storey,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/31-inglewood-place,"31 Inglewood Place, Whitby Blue Grass, Meadows",900000,Detached,3,,2,,Sidesplit 3,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/5-carroll-street,"5 Carroll Street, Whitby Pringle, Creek",1200000,Detached,4,,3,2500-3000,2-Storey,,,2024-01-24
https://www.zolo.ca/whitby-real-estate/336-ash-street,"336 Ash Street, Whitby Downtown, Whitby",1199999,Triplex,4,2,3,,2-Storey,,,2024-01-23
https://www.zolo.ca/whitby-real-estate/48-st-augustine-drive,"48 St. Augustine Drive, Whitby, Brooklin",1554990,Detached,4,,3,2500-3000,2-Storey,New,,2024-01-23
https://www.zolo.ca/whitby-real-estate/23-glencedar-crescent,"23 Glencedar Crescent, Whitby Pringle, Creek",1279000,Detached,4,,4,,2-Storey,,,2024-01-23
https://www.zolo.ca/whitby-real-estate/69-calais-street,"69 Calais Street, Whitby Lynde, Creek",999900,Detached,4,,3,,Sidesplit 4,,,2024-01-23
https://www.zolo.ca/whitby-real-estate/71-bluegill-crescent,"71 Bluegill Crescent, Whitby Rural, Whitby",799900,Att/Row/Twnhouse,3,1,3,,3-Storey,,,2024-01-23
https://www.zolo.ca/whitby-real-estate/104-northview-avenue,"104 Northview Avenue, Whitby Blue Grass, Meadows",1999900,Detached,4,,4,3500-5000,2-Storey,0-5,,2024-01-22
https://www.zolo.ca/whitby-real-estate/15-tweedie-crescent,"15 Tweedie Crescent, Whitby, Williamsburg",1649000,Detached,5,3,5,,2-Storey,,,2024-01-22
https://www.zolo.ca/whitby-real-estate/51-tremount-street,"51 Tremount Street, Whitby, Brooklin",800000,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,16-30,,2024-01-20
https://www.zolo.ca/whitby-real-estate/70-teddington-crescent,"70 Teddington Crescent, Whitby Pringle, Creek",865000,Detached,3,1,4,,2-Storey,,,2024-01-20
https://www.zolo.ca/whitby-real-estate/28-waterside-way/unit-12,"Unit 12 - 28 Waterside Way, Whitby Port, Whitby",699000,Att/Row/Twnhouse,3,,3,1500-2000,3-Storey,New,,2024-01-20
https://www.zolo.ca/whitby-real-estate/139-lupin-drive,"139 Lupin Drive, Whitby Downtown, Whitby",899888,Detached,3,1,2,,Bungalow,,,2024-01-19
https://www.zolo.ca/whitby-real-estate/12-lockyer-drive,"12 Lockyer Drive, Whitby Lynde, Creek",1299900,Detached,5,,3,,2-Storey,,,2024-01-19
https://www.zolo.ca/whitby-real-estate/4560-anderson-street,"4560 Anderson Street, Whitby Taunton, North",1888800,Vacant Land,,,0,,,,,2024-01-19
https://www.zolo.ca/whitby-real-estate/14-valley-court,"14 Valley Court, Whitby, Williamsburg",1995000,Detached,2,2,3,,Bungalow,,,2024-01-19
https://www.zolo.ca/whitby-real-estate/101-dovedale-drive/27,"27 - 101 Dovedale Drive, Whitby Downtown, Whitby",500000,Condo Townhouse,3,,1,1000-1199,2-Storey,,,2024-01-19
https://www.zolo.ca/whitby-real-estate/7-goodfellow-street,"7 Goodfellow Street, Whitby Lynde, Creek",1049900,Detached,3,1,3,,Backsplit 4,,,2024-01-18
https://www.zolo.ca/whitby-real-estate/60-lady-may-drive,"60 Lady May Drive, Whitby Rolling, Acres",1049990,Detached,2,2,3,,Bungalow,,,2024-01-18
https://www.zolo.ca/whitby-real-estate/25-bromfield-street,"25 Bromfield Street, Whitby Rural, Whitby",1250000,Semi-Detached,4,,3,2000-2500,2-Storey,New,,2024-01-18
https://www.zolo.ca/whitby-real-estate/340-watson-street-west/309,"309 - 340 Watson Street WWhitby Port, Whitby",699900,Condo Apt,2,,2,900-999,Apartment,,,2024-01-17
https://www.zolo.ca/whitby-real-estate/24-van-wart-street,"24 Van Wart Street, Whitby, Williamsburg",1220000,Att/Row/Twnhouse,4,,3,,2-Storey,New,,2024-01-17
https://www.zolo.ca/whitby-real-estate/8-pinestone-court,"8 Pinestone Court, Whitby Pringle, Creek",1169900,Detached,4,2,4,2000-2500,2-Storey,31-50,,2024-01-17
https://www.zolo.ca/whitby-real-estate/650-gordon-street/315,"315 - 650 Gordon Street, Whitby Port, Whitby",850000,Condo Apt,2,,2,1200-1399,Apartment,,,2024-01-17
https://www.zolo.ca/whitby-real-estate/30-shawfield-way,"30 Shawfield Way, Whitby Pringle, Creek",888000,Att/Row/Twnhouse,3,,3,,3-Storey,0-5,,2024-01-16
https://www.zolo.ca/whitby-real-estate/920-mccullough-drive-west,"920Mccullough Drive WWhitby Downtown, Whitby",,Detached,3,,2,,Bungalow,,,2024-01-16
https://www.zolo.ca/whitby-real-estate/94-petra-way/2,"2 - 94 Petra Way, Whitby Pringle, Creek",609000,Condo Apt,2,,1,900-999,Apartment,,,2024-01-16
https://www.zolo.ca/whitby-real-estate/6-wood-drive-west,"6 Wood Drive WWhitby Blue Grass, Meadows",1229999,Detached,4,2,4,,2-Storey,31-50,,2024-01-16
https://www.zolo.ca/whitby-real-estate/8-observatory-way,"8 Observatory Way, Whitby, Brooklin",1059990,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,New,,2024-01-15
https://www.zolo.ca/whitby-real-estate/1-glenayr-gate-east,"1 Glenayr Gate EWhitby Blue Grass, Meadows",1399000,Detached,4,,4,2000-2500,2-Storey,,,2024-01-12
https://www.zolo.ca/whitby-real-estate/11-hialeah-crescent,"11 Hialeah Crescent, Whitby Blue Grass, Meadows",1299000,Detached,4,,4,,2-Storey,,,2024-01-12
https://www.zolo.ca/whitby-real-estate/180-columbus-road-west,"180 Columbus Road WWhitby, Brooklin",1499999,Detached,3,1,2,,Bungalow,,,2024-01-12
https://www.zolo.ca/whitby-real-estate/2-royal-collection-way,"2 Royal Collection Way, Whitby Lynde, Creek",899900,Att/Row/Twnhouse,4,,4,2000-2500,3-Storey,0-5,,2024-01-12
https://www.zolo.ca/whitby-real-estate/30-settlers-court,"30 Settler's Court, Whitby, Brooklin",1019900,Detached,3,1,4,1500-2000,2-Storey,16-30,,2024-01-12
https://www.zolo.ca/whitby-real-estate/15-olerud-crescent,"15 Olerud Crescent, Whitby Rural, Whitby",1400000,Detached,4,,4,,2-Storey,,,2024-01-11
https://www.zolo.ca/whitby-real-estate/6-pluto-way,"6 Pluto Way, Whitby, Brooklin",979990,Att/Row/Twnhouse,3,,4,1500-2000,3-Storey,New,,2024-01-11
https://www.zolo.ca/whitby-real-estate/6-florence-drive,"6 Florence Drive, Whitby Taunton, North",1399000,Detached,4,1,5,2500-3000,2-Storey,6-15,,2024-01-11
https://www.zolo.ca/whitby-real-estate/25-goldeye-street,"25 Goldeye Street, Whitby Rural, Whitby",875000,Att/Row/Twnhouse,3,1,3,,Backsplit 3,,,2024-01-11
https://www.zolo.ca/whitby-real-estate/26-threadgold-court,"26 Threadgold Court, Whitby Lynde, Creek",899900,Detached,3,,3,,2-Storey,,,2024-01-10
https://www.zolo.ca/whitby-real-estate/22-bayern-drive,"22 Bayern Drive, Whitby, Brooklin",1599900,Detached,4,,4,3500-5000,2-Storey,6-15,,2024-01-09
https://www.zolo.ca/whitby-real-estate/711-rossland-road-east/1012,"1012 - 711 Rossland Road EWhitby Pringle, Creek",459900,Condo Apt,1,1,1,600-699,Apartment,31-50,,2024-01-09
https://www.zolo.ca/whitby-real-estate/57-solmar-avenue,"57 Solmar Avenue, Whitby Taunton, North",1049000,Detached,3,,3,,2-Storey,,,2024-01-08
https://www.zolo.ca/whitby-real-estate/415-henry-street,"415 Henry Street, Whitby Downtown, Whitby",1074900,Detached,3,1,3,1100-1500,Bungalow,,,2024-01-08
https://www.zolo.ca/whitby-real-estate/68-thickson-road-north,"68 Thickson Road NWhitby Blue Grass, Meadows",1079000,Detached,3,,2,,Bungalow,,,2024-01-06
https://www.zolo.ca/whitby-real-estate/66-thickson-road-north,"66 Thickson Road NWhitby Blue Grass, Meadows",1059000,Detached,3,2,2,,Bungalow,,,2024-01-06
https://www.zolo.ca/whitby-real-estate/41-franklin-crescent/lot-5,"Lot 5 - 41 Franklin Crescent, Whitby, Brooklin",1099000,Vacant Land,0,,0,,,,,2024-01-06
https://www.zolo.ca/whitby-real-estate/360-watson-street-west/205,"205 - 360 Watson Street WWhitby Port, Whitby",639900,Condo Apt,1,,2,900-999,Apartment,,,2024-01-05
https://www.zolo.ca/whitby-real-estate/44-st-augustine-drive,"44 St Augustine Drive, Whitby, Brooklin",1549900,Detached,4,,3,2500-3000,2-Storey,New,,2024-01-04
https://www.zolo.ca/whitby-real-estate/42-st-augustine-drive,"42 St Augustine Drive, Whitby, Brooklin",1474900,Detached,4,,3,2000-2500,2-Storey,New,,2024-01-04
https://www.zolo.ca/whitby-real-estate/125-hickory-street-north,"125 Hickory Street NWhitby Downtown, Whitby",999000,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,New,,2024-01-03
https://www.zolo.ca/whitby-real-estate/129-hickory-street-north,"129 Hickory Street NWhitby Downtown, Whitby",999000,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,New,,2024-01-03
https://www.zolo.ca/whitby-real-estate/127-hickory-street-north,"127 Hickory Street NWhitby Downtown, Whitby",975000,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,New,,2024-01-03
https://www.zolo.ca/whitby-real-estate/650-gordon-street/309,"309 - 650 Gordon Street, Whitby Port, Whitby",829900,Condo Apt,2,,2,1000-1199,Apartment,,,2024-01-03
https://www.zolo.ca/whitby-real-estate/113-bassett-boulevard,"113 Bassett Boulevard, Whitby Pringle, Creek",1149990,Detached,3,1,3,,2-Storey,,,2024-01-02
https://www.zolo.ca/whitby-real-estate/27-splendor-drive,"27 Splendor Drive, Whitby, Williamsburg",2195000,Detached,6,,6,3500-5000,2-Storey,16-30,,2024-01-02
https://www.zolo.ca/whitby-real-estate/835-dundas-street-east,"835 Dundas Street EWhitby Downtown, Whitby",950000,Detached,3,2,2,,Bungalow,51-99,,2023-12-27
https://www.zolo.ca/whitby-real-estate/81-samandria-avenue,"81 Samandria Avenue, Whitby Taunton, North",1150000,Detached,4,,3,2000-2500,2-Storey,16-30,,2023-12-19
https://www.zolo.ca/whitby-real-estate/14-palomino-place,"14 Palomino Place, Whitby Pringle, Creek",989900,Detached,3,,4,,2-Storey,,,2023-12-18
https://www.zolo.ca/whitby-real-estate/360-watson-street-west/101,"101 - 360 Watson Street WWhitby Port, Whitby",649900,Condo Apt,2,,2,1000-1199,Apartment,,,2023-12-14
https://www.zolo.ca/whitby-real-estate/33-mountainside-crescent,"33 Mountainside Crescent, Whitby Rolling, Acres",1335000,Detached,4,,3,,2-Storey,,,2023-12-13
https://www.zolo.ca/whitby-real-estate/72-waterside-way,"72 Waterside Way, Whitby Port, Whitby",700000,Att/Row/Twnhouse,3,,3,1500-2000,3-Storey,New,,2023-12-13
https://www.zolo.ca/whitby-real-estate/4335-garden-street,"4335 Garden Street, Whitby Rural, Whitby",789000,Condo Townhouse,2,,3,1400-1599,3-Storey,New,,2023-12-08
https://www.zolo.ca/whitby-real-estate/2-redvers-street,"2 Redvers Street, Whitby, Williamsburg",1450000,Detached,4,1,4,2500-3000,2-Storey,16-30,,2023-12-08
https://www.zolo.ca/whitby-real-estate/104-thickson-road-north,"104 Thickson Road NWhitby Blue Grass, Meadows",989900,Detached,4,,1,,Bungalow,,,2023-12-05
https://www.zolo.ca/whitby-real-estate/46-st-augustine-drive,"46 St. Augustine Drive, Whitby, Brooklin",1549990,Detached,4,,3,2500-3000,2-Storey,,,2023-12-04
https://www.zolo.ca/whitby-real-estate/3-branstone-drive,"3 Branstone Drive, Whitby Taunton, North",1475000,Detached,4,2,4,3000-3500,2-Storey,,,2023-12-03
https://www.zolo.ca/whitby-real-estate/27-waterside-way,"27 Waterside Way, Whitby Port, Whitby",790000,Att/Row/Twnhouse,3,,3,1500-2000,3-Storey,New,,2023-11-29
https://www.zolo.ca/whitby-real-estate/12-holman-court,"12 Holman Court, Whitby, Williamsburg",1120000,Detached,3,,3,1500-2000,2-Storey,16-30,,2023-11-29
https://www.zolo.ca/whitby-real-estate/312-cochrane-street,"312 Cochrane Street, Whitby Lynde, Creek",1125000,Detached,3,2,4,,Bungalow,,,2023-11-24
https://www.zolo.ca/whitby-real-estate/132-ogston-crescent,"132Ogston Crescent, Whitby Rural, Whitby",,Att/Row/Twnhouse,3,,3,1500-2000,2-Storey,0-5,,2024-01-28
https://www.zolo.ca/whitby-real-estate/28-upland-drive,"28 Upland Drive, Whitby Blue Grass, Meadows",1399000,Detached,4,2,4,,2-Storey,,,2023-11-22
https://www.zolo.ca/whitby-real-estate/109-starr-avenue,"109 Starr Avenue, Whitby, Williamsburg",1099000,Detached,3,2,3,,Bungalow,,,2023-11-22
https://www.zolo.ca/whitby-real-estate/16-coulton-court,"16 Coulton Court, Whitby Blue Grass, Meadows",1299000,Detached,4,1,4,2500-3000,2-Storey,16-30,,2023-11-20
https://www.zolo.ca/whitby-real-estate/85-stratton-crescent,"85 Stratton Crescent, Whitby Rolling, Acres",1149000,Detached,4,1,4,,2-Storey,31-50,,2023-11-20
https://www.zolo.ca/whitby-real-estate/47-sorbara-way,"47 Sorbara Way, Whitby, Brooklin",880000,Att/Row/Twnhouse,3,,3,,3-Storey,New,,2023-11-18
https://www.zolo.ca/whitby-real-estate/20-lively-way,"20 Lively Way, Whitby Taunton, North",1200000,Att/Row/Twnhouse,4,,4,2000-2500,3-Storey,New,,2023-11-17
https://www.zolo.ca/whitby-real-estate/916-brock-street-south,"916 Brock Street SWhitby Downtown, Whitby",879800,Office,,,1,,,51-99,,2023-11-16
https://www.zolo.ca/whitby-real-estate/48-sable-crescent,"48 Sable Crescent, Whitby Rolling, Acres",1128000,Detached,3,,3,,2-Storey,,,2023-11-15
https://www.zolo.ca/whitby-real-estate/42-brownridge-place,"42 Brownridge Place, Whitby, Williamsburg",899900,Semi-Detached,3,1,4,1500-2000,2-Storey,16-30,,2023-11-13
https://www.zolo.ca/whitby-real-estate/16-dunsley-way-east,"16 Dunsley Way EWhitby Pringle, Creek",788888,Att/Row/Twnhouse,3,,3,1100-1500,3-Storey,,,2023-11-11
https://www.zolo.ca/whitby-real-estate/360-watson-street-west/903,"903 - 360 Watson Street WWhitby Downtown, Whitby",679900,Condo Apt,2,,2,1200-1399,Apartment,,,2023-11-09
https://www.zolo.ca/whitby-real-estate/37-butterfield-crescent,"37 Butterfield Crescent, Whitby Rolling, Acres",1349000,Detached,4,1,4,2000-2500,2-Storey,,,2023-11-09
https://www.zolo.ca/whitby-real-estate/89-knotty-pine-drive,"89 Knotty Pine Drive, Whitby, Williamsburg",1249000,Detached,3,1,5,,2-Storey,,,2023-11-07
https://www.zolo.ca/whitby-real-estate/19-shepherd-road,"19 Shepherd Road, Whitby Rural, Whitby",1699900,Detached,4,2,5,2000-2500,Sidesplit 4,31-50,,2023-11-06
https://www.zolo.ca/whitby-real-estate/8985-baldwin-street-north,"8985 Baldwin Street NWhitby Rural, Whitby",449000,Detached,3,,1,,1 1/2 Storey,,,2023-11-03
https://www.zolo.ca/whitby-real-estate/51-westfield-drive,"51 Westfield Drive, Whitby Rural, Whitby",1659000,Detached,5,,4,3000-3500,2-Storey,0-5,,2023-11-01
https://www.zolo.ca/whitby-real-estate/36-fencerow-drive,"36 Fencerow Drive, Whitby Rolling, Acres",1299999,Detached,3,,4,,2-Storey,,,2023-11-01
https://www.zolo.ca/whitby-real-estate/21-lockyer-drive,"21 Lockyer Drive, Whitby Rural, Whitby",1169900,Detached,4,1,4,1500-2000,2-Storey,0-5,,2023-10-27
https://www.zolo.ca/whitby-real-estate/4-jadite-street,"4 Jadite Street, Whitby Rural, Whitby",,Semi-Detached,4,1,3,2000-2500,2-Storey,New,,2023-10-17
https://www.zolo.ca/whitby-real-estate/52-harvey-johnston-way/210,"210 - 52 Harvey Johnston Way, Whitby, Brooklin",646928,Condo Apt,2,,1,800-899,Apartment,,,2023-10-11
https://www.zolo.ca/whitby-real-estate/1020-dunsley-way/14,"14 - 1020 Dunsley Way, Whitby Pringle, Creek",729000,Att/Row/Twnhouse,2,,2,,2-Storey,,,2023-11-21
https://www.zolo.ca/whitby-real-estate/660-myrtle-road-west,"660 Myrtle Road WWhitby Rural, Whitby",1250000,Detached,4,,1,,1 1/2 Storey,,,2023-09-21
https://www.zolo.ca/whitby-real-estate/20-glenlaura-crescent,"20 Glenlaura Crescent, Whitby Rural, Whitby",1999999,Detached,3,2,4,,2-Storey,,,2023-09-20
https://www.zolo.ca/whitby-real-estate/15-calistoga-drive,"15 Calistoga Drive, Whitby Rural, Whitby",3650000,Detached,6,,5,5000+,2-Storey,0-5,,2023-09-11
https://www.zolo.ca/whitby-real-estate/29-ouellette-drive,"29 Ouellette Drive, Whitby, Williamsburg",1399999,Detached,4,,5,2500-3000,2-Storey,0-5,,2023-09-05
https://www.zolo.ca/whitby-real-estate/412-walnut-street-west,"412 Walnut Street WWhitby Downtown, Whitby",800000,Detached,3,1,1,,1 1/2 Storey,100+,,2023-08-18
https://www.zolo.ca/whitby-real-estate/1680-victoria-street-west,"1680 Victoria Street WWhitby Rural, Whitby",2990000,Detached,3,,2,,1 1/2 Storey,,,2023-08-10
https://www.zolo.ca/whitby-real-estate/1515-dufferin-street,"1515 Dufferin Street, Whitby Port, Whitby",1100000,Investment,,,,,,,,2023-08-10
https://www.zolo.ca/whitby-real-estate/142-coho-drive,"142 Coho Drive, Whitby Lynde, Creek",979900,Att/Row/Twnhouse,4,,3,1500-2000,2-Storey,,,2023-07-06
https://www.zolo.ca/whitby-real-estate/1721-brock-street-south,"1721 Brock Street SWhitby Port, Whitby",2998900,Detached,3,,3,,2-Storey,,,2023-05-15
https://www.zolo.ca/burlington-real-estate/4708-doug-wright-drive,"4708 Doug Wright Drive, Burlington, Alton",1430000,Detached,3,1,4,2000-2500,2-Storey,6-15,,2024-01-31
https://www.zolo.ca/burlington-real-estate/2193-melissa-crescent,"2193 Melissa Crescent,, Burlington",1265000,,4,,4,,2 Level,,,2024-01-31
https://www.zolo.ca/burlington-real-estate/1223-sable-drive,"1223 Sable Drive, Burlington, Brant",2050000,Detached,4,1,4,2500-3000,2-Storey,,,2024-01-31
https://www.zolo.ca/burlington-real-estate/4621-irena-avenue,"4621 Irena Avenue, Burlington, Alton",1399000,Detached,3,,4,2000-2500,2-Storey,6-15,,2024-01-31
https://www.zolo.ca/burlington-real-estate/2085-appleby-line,"2085 Appleby Line,, Burlington",635000,,2,,1,,,,,2024-01-31
https://www.zolo.ca/burlington-real-estate/2085-appleby-line/407,"407 - 2085 Appleby Line, Burlington, Uptown",,Condo Apt,1,1,1,800-899,Multi-Level,16-30,,2024-01-31
https://www.zolo.ca/burlington-real-estate/2219-deyncourt-drive,"2219 Deyncourt Drive, Burlington, Brant",1650000,Detached,4,,3,,1 1/2 Storey,,,2024-01-31
https://www.zolo.ca/burlington-real-estate/2030-cleaver-avenue/202,"202 - 2030 Cleaver Avenue, Burlington Headon, Forest",529000,,2,,,,1 Storey/Apt,,,2024-01-31
https://www.zolo.ca/burlington-real-estate/2378-hereford-crescent,"2378 Hereford Crescent, Burlington Brant, Hills",959000,Detached,3,,2,1500-2000,2-Storey,51-99,,2024-01-31
https://www.zolo.ca/burlington-real-estate/2030-cleaver-avenue-east/202,"202 - 2030 Cleaver Avenue EBurlington, Headon",529000,Condo Apt,2,,1,1000-1199,Apartment,16-30,,2024-01-31
https://www.zolo.ca/burlington-real-estate/1119-cooke-boulevard/b228,"B228 - 1119 Cooke Boulevard, Burlington, Lasalle",529900,Condo Apt,1,1,1,600-699,Apartment,0-5,,2024-01-31
https://www.zolo.ca/burlington-real-estate/3200-munson-crescent,"3200 Munson Crescent, Burlington, Alton",1048000,Att/Row/Twnhouse,4,,4,,3-Storey,,,2024-01-31
https://www.zolo.ca/burlington-real-estate/824-brant-street/27,"27 - 824 Brant Street, Burlington, Brant",399900,Co-Ownership Apt,2,,1,800-899,Apartment,31-50,,2024-01-31
https://www.zolo.ca/burlington-real-estate/5070-pinedale-avenue/506,"506 - 5070 Pinedale Avenue, Burlington, Appleby",707000,Condo Apt,2,0,2,1200-1399,Apartment,31-50,,2024-01-31
https://www.zolo.ca/burlington-real-estate/5151-upper-middle-road,"5151 Upper Middle Road,, Burlington",998000,,3,,4,,2 Level,,,2024-01-30
https://www.zolo.ca/burlington-real-estate/5655-roseville-court,"5655Roseville Court, Burlington, Orchard",,Detached,4,,3,2000-2500,2-Storey,16-30,,2024-01-30
https://www.zolo.ca/burlington-real-estate/4109-continental-drive,"4109 Continental Drive, Burlington, Rose",1169000,Detached,2,1,3,1500-2000,Backsplit 4,16-30,,2024-01-30
https://www.zolo.ca/burlington-real-estate/1237-north-shore-boulevard-east,"1237 North Shore Boulevard East,, Burlington",1049900,,2,,2,,,,,2024-01-30
https://www.zolo.ca/burlington-real-estate/1237-north-shore-boulevard-east/301,"301 - 1237 North Shore Boulevard EBurlington, Brant",1049900,Condo Apt,2,,2,1600-1799,Apartment,31-50,,2024-01-30
https://www.zolo.ca/burlington-real-estate/563-taylor-crescent,"563 Taylor Crescent, Burlington, Shoreacres",899900,Att/Row/Twnhouse,3,,3,1100-1500,2-Storey,6-15,,2024-01-30
https://www.zolo.ca/burlington-real-estate/5080-pinedale-avenue,"5080 Pinedale Avenue,, Burlington",749900,,2,,2,,,,,2024-01-30
https://www.zolo.ca/burlington-real-estate/5080-pinedale-avenue/1106,"1106 - 5080 Pinedale Avenue, Burlington, Appleby",749900,Condo Apt,2,,2,1000-1199,Apartment,31-50,,2024-01-30
https://www.zolo.ca/burlington-real-estate/5196-idlewood-crescent,"5196 Idlewood Crescent, Burlington, Appleby",1349900,Detached,3,1,2,,Backsplit 3,51-99,,2024-01-30
https://www.zolo.ca/burlington-real-estate/5157-banting-court,"5157 Banting Court,, Burlington",699900,,4,,2,,2 Level,,,2024-01-29
https://www.zolo.ca/burlington-real-estate/190-burloak-drive,"190 Burloak Drive, Burlington, Appleby",975000,Detached,3,,1,700-1100,Bungalow,51-99,,2024-01-29
https://www.zolo.ca/burlington-real-estate/1564-kerns-road/8,"8 - 1564 Kerns Road, Burlington, Tyandaga",799000,Condo Townhouse,3,1,2,1400-1599,Multi-Level,31-50,,2024-01-29
https://www.zolo.ca/burlington-real-estate/2114-new-street,"2114 New Street,, Burlington",1399000,,3,,3,,,,,2024-01-29
https://www.zolo.ca/burlington-real-estate/100-queen-mary-avenue,"100 Queen Mary Avenue,, Burlington",1499900,,3,,1,,2 Level,,,2024-01-29
https://www.zolo.ca/burlington-real-estate/701-ashley-avenue,"701 Ashley Avenue, Burlington, Brant",1353000,Detached,3,1,2,1100-1500,Bungalow,51-99,,2024-01-29
https://www.zolo.ca/burlington-real-estate/3192-steeplechase-drive,"3192 Steeplechase Drive, Burlington, Alton",1815000,Detached,4,,3,2000-2500,2-Storey,,,2024-01-29
https://www.zolo.ca/burlington-real-estate/5151-upper-middle-road/10,"10 - 5151 Upper Middle Road, Burlington, Orchard",998000,Condo Townhouse,3,,4,1600-1799,2-Storey,16-30,,2024-01-29
https://www.zolo.ca/burlington-real-estate/671-blue-forest-hill,"671 Blue Forest Hill,, Burlington",999999,,3,,2,,,,,2024-01-27
https://www.zolo.ca/burlington-real-estate/216-plains-road-west/f409,"F409 - 216 Plains Road WBurlington Aldershot, South",734900,,2,,,,1 Storey/Apt,,,2024-01-27
https://www.zolo.ca/burlington-real-estate/2211-heidi-avenue,"2211 Heidi Avenue, Burlington, Headon",1550000,Detached,3,,4,2000-2500,2-Storey,,,2024-01-27
https://www.zolo.ca/burlington-real-estate/4649-ethel-road,"4649Ethel Road, Burlington, Alton",,Detached,4,1,5,2500-3000,2-Storey,6-15,,2024-01-26
